insertSort, m36, t50, w8, 787, 23, 2087, 2905, 57.9907, 0.9444, 1900, 40, a3, 111011
genPassword, m16, t100, w2, 494, 313, 1840, 2461, 112.6531, 0.8367, 398, 63, a2, 111010
transpose, m298, t50, w4, 7666, 50, 41748, 49688, 140.094, 0.8993, 903, 40, a3, 100011
huffmanCoding, m104, t50, w4, 6256, 150, 11480, 17847, 109.6879, 0.9013, 1874, 318, a2, 001010
anagram, m30, t100, w8, 505, 38, 2722, 3426, 90.7333, 0.9286, 1370, 37, a4, 110110
factorial, m62, t100, w2, 3134, 321, 39080, 43368, 630.3226, 0.9677, 403, 18, a3, 110100
genPassword, m16, t100, w4, 335, 94, 684, 1097, 41.8776, 0.8367, 398, 63, a3, 110111
factorial, m15, t100, w2, 402, 320, 9810, 10463, 632.9032, 0.9677, 403, 18, a4, 101111
parg, m5018, t52, w4, 854538, 175, 5144, 861238, 1.0251, 1.0, 418, 2518, a3, 010010
transpose, m298, t50, w4, 7532, 47, 41780, 49584, 140.2013, 0.8993, 903, 40, a4, 101010
massive, m16, t60, w4, 227, 38281, 20560, 33562, 1258.8163, 1.0, 169, 13, a5, 110011
minProd, m362, t50, w2, 13436, 163, 31646, 46518, 87.4199, 0.8659, 1946, 72, a3, 110111
transpose, m298, t50, w4, 7538, 49, 41938, 49744, 140.7315, 0.8993, 903, 40, a3, 111010
minProd, m60, t50, w4, 1477, 156, 1761, 3317, 29.1989, 0.7845, 1946, 72, a3, 000011
transpose, m298, t50, w4, 7628, 145, 41778, 49874, 140.1946, 0.8993, 903, 40, a2, 001010
parg, m1254, t52, w4, 212873, 50, 1404, 222429, 1.1192, 1.0, 418, 2518, a4, 101110
genPassword, m16, t100, w2, 488, 318, 1799, 2514, 110.1429, 0.8367, 398, 63, a4, 101110
quickSort, m254, t50, w2, 26490, 159, 173762, 202226, 684.1024, 0.9603, 1900, 56, a2, 101100
transpose, m74, t50, w2, 2902, 160, 31166, 34193, 418.3356, 0.8993, 903, 40, a4, 001010
parg, m5018, t52, w4, 852810, 167, 5720, 889958, 1.1399, 1.0, 418, 2518, a4, 011110
factorial, m15, t100, w2, 779, 320, 9810, 10836, 632.9032, 0.9677, 403, 18, a2, 101101
squareMatrix, m364, t50, w4, 9302, 49, 46358, 55920, 127.3571, 1.0, 903, 72, a2, 101011
parg, m836, t52, w2, 143645, 173, 2902, 146804, 3.4703, 1.0, 418, 2518, a3, 001011
insertSort, m54, t50, w8, 1182, 22, 3148, 4377, 58.3056, 0.9444, 1900, 40, a2, 101011
primes, m22, t100, w2, 589, 324, 2396, 3243, 105.7353, 0.8793, 398, 30, a2, 100110
longestIncrease, m57, t50, w8, 1631, 2228, 12197, 15079, 213.9825, 0.9196, 1946, 70, a2, 100111
parg, m1254, t52, w2, 256482, 176, 4389, 261256, 3.499, 1.0, 418, 2518, a3, 111000
parg, m836, t52, w4, 144682, 153, 830, 145775, 0.9924, 1.0, 418, 2518, a2, 000010
factorial, m15, t100, w2, 791, 320, 9779, 10872, 630.9355, 0.9677, 403, 18, a4, 011100
factorial, m15, t100, w4, 257, 308, 3518, 4063, 226.9677, 0.9677, 403, 18, a2, 001110
bubbleSort, m226, t50, w8, 14630, 155, 119184, 135212, 527.3628, 0.9182, 1900, 41, a4, 000100
quickSort, m42, t50, w4, 1504, 49, 10336, 11985, 244.1732, 0.9603, 1900, 56, a2, 100111
squareMatrix, m91, t50, w4, 2329, 146, 11598, 14042, 127.456, 1.0, 903, 72, a3, 011010
mergeSort, m75, t50, w2, 3395, 156, 22746, 26639, 301.9425, 0.9336, 1900, 129, a4, 010110
huffmanCoding, m157, t50, w4, 8966, 152, 17169, 26299, 109.3599, 0.9013, 1874, 318, a3, 011010
mergeSort, m75, t50, w8, 2310, 21, 3518, 5867, 46.708, 0.9336, 1900, 129, a2, 110011
parg, m836, t52, w8, 145658, 23, 274, 146518, 0.3276, 1.0, 418, 2518, a3, 100111
parg, m5018, t52, w2, 860262, 180, 5110, 887684, 1.0183, 1.0, 418, 2518, a5, 101111
primes, m22, t100, w8, 374, 38, 290, 714, 12.8235, 0.8793, 398, 30, a3, 110111
add, m4, t100, w2, 88, 324, 117, 357, 29.25, 0.9167, 583, 13, a2, 100110
primes, m34, t100, w2, 865, 303, 3608, 4777, 106.1324, 0.8793, 398, 30, a3, 011111
factorial, m15, t100, w2, 387, 314, 9830, 10508, 634.1935, 0.9677, 403, 18, a2, 001110
add, m4, t100, w4, 55, 94, 46, 153, 11.5833, 0.9167, 583, 13, a4, 100010
squareMatrix, m364, t50, w8, 9484, 23, 20730, 30432, 56.9505, 1.0, 903, 72, a3, 111011
squareMatrix, m364, t50, w2, 14024, 158, 111188, 127178, 305.4615, 1.0, 903, 72, a5, 000111
insertSort, m54, t50, w8, 1176, 149, 3166, 4454, 58.6389, 0.9444, 1900, 40, a3, 010010
genPassword, m24, t100, w4, 485, 99, 1029, 1595, 42.0204, 0.8367, 398, 63, a3, 110010
bubbleSort, m226, t50, w2, 7390, 164, 430726, 439436, 1905.8673, 0.9182, 1900, 41, a3, 110111
genPassword, m24, t100, w4, 490, 305, 1033, 1708, 42.1633, 0.8367, 398, 63, a5, 000011
mergeSort, m75, t50, w4, 2276, 154, 7701, 10061, 102.2257, 0.9336, 1900, 129, a2, 010010
genPassword, m16, t100, w4, 331, 98, 680, 1164, 41.6327, 0.8367, 398, 63, a2, 101110
factorial, m15, t100, w2, 395, 313, 9970, 10548, 643.2581, 0.9677, 403, 18, a4, 110010
longestIncrease, m38, t50, w2, 1693, 10564, 42523, 47982, 1119.0439, 0.9196, 1946, 70, a2, 110110
huffmanCodingEff, m99, t50, w2, 7534, 162, 20378, 28633, 204.809, 0.849, 1874, 239, a2, 000110
insertSort, m216, t50, w4, 4716, 49, 24720, 29924, 114.4444, 0.9444, 1900, 40, a2, 111111
genPassword, m16, t100, w8, 333, 41, 310, 681, 19.0204, 0.8367, 398, 63, a3, 110010
quickSort, m63, t50, w4, 2244, 49, 15507, 18197, 244.2047, 0.9603, 1900, 56, a3, 101110
parg, m836, t52, w2, 142363, 175, 2885, 148892, 3.4504, 1.0, 418, 2518, a4, 111111
mergeSort, m452, t50, w8, 14376, 153, 21232, 36116, 46.9735, 0.9336, 1900, 129, a3, 000010
huffmanCoding, m628, t50, w4, 35770, 49, 68422, 104656, 108.9522, 0.9013, 1874, 318, a2, 111010
selectSort, m30, t50, w8, 669, 22, 1963, 2705, 64.0326, 0.9101, 1900, 45, a2, 110111
huffmanCodingEff, m99, t50, w2, 7556, 162, 20455, 28426, 205.5779, 0.849, 1874, 239, a3, 001111
bubbleSort, m56, t50, w2, 3704, 170, 109369, 113438, 1935.7434, 0.9182, 1900, 41, a4, 100101
transpose, m74, t50, w4, 1867, 52, 10466, 12403, 140.4899, 0.8993, 903, 40, a3, 101011
mergeSort, m75, t50, w2, 3394, 163, 22761, 26656, 302.1372, 0.9336, 1900, 129, a2, 100110
selectSort, m46, t50, w2, 1513, 161, 20020, 21901, 435.2283, 0.9101, 1900, 45, a3, 111110
squareMatrix, m60, t50, w2, 2338, 159, 18421, 21071, 303.6538, 1.0, 903, 72, a5, 111111
dictionaryOrder, m23, t100, w8, 390, 254, 1667, 2247, 70.4507, 0.9265, 8248, 32, a2, 010111
dictionaryOrder, m142, t100, w8, 2342, 262, 10078, 13736, 70.9718, 0.9265, 8248, 32, a2, 010110
mergeSort, m452, t50, w2, 20382, 160, 136242, 159578, 301.4204, 0.9336, 1900, 129, a3, 100110
anagram, m20, t100, w4, 337, 101, 1667, 2088, 83.3667, 0.9286, 1370, 37, a2, 110111
insertSort, m54, t50, w4, 1224, 48, 6172, 7518, 114.3056, 0.9444, 1900, 40, a3, 111111
massive, m24, t60, w4, 925, 38272, 30799, 50883, 1257.1224, 1.0, 169, 13, a5, 111000
mergeSort, m452, t50, w4, 13728, 51, 45654, 59684, 101.0044, 0.9336, 1900, 129, a2, 101011
add, m6, t100, w2, 139, 308, 205, 525, 34.1667, 0.9167, 583, 13, a5, 111011
squareMatrix, m91, t50, w8, 2360, 21, 5181, 7945, 56.9396, 1.0, 903, 72, a2, 100110
mergeSort, m113, t50, w4, 3417, 136, 11468, 15163, 101.4912, 0.9336, 1900, 129, a3, 011111
huffmanCoding, m104, t50, w4, 6067, 150, 11433, 17612, 109.2389, 0.9013, 1874, 318, a5, 001010
add, m24, t100, w2, 560, 329, 730, 2226, 30.4167, 0.9167, 583, 13, a2, 011111
factorial, m62, t100, w2, 1584, 311, 39054, 41374, 629.9032, 0.9677, 403, 18, a5, 101011
bubbleSort, m37, t50, w2, 1221, 163, 71568, 73120, 1900.0531, 0.9182, 1900, 41, a2, 011110
genPassword, m98, t100, w8, 1954, 38, 1890, 4470, 19.2857, 0.8367, 398, 63, a2, 111110
parg, m5018, t52, w2, 876720, 171, 17402, 914752, 3.4679, 1.0, 418, 2518, a3, 001111
add, m24, t100, w2, 538, 320, 716, 2148, 29.8333, 0.9167, 583, 13, a2, 101110
mergeSort, m75, t50, w2, 3461, 160, 22902, 26447, 304.0133, 0.9336, 1900, 129, a5, 011010
factorial, m10, t100, w8, 168, 38, 1694, 1905, 163.9355, 0.9677, 403, 18, a2, 100111
bubbleSort, m37, t50, w4, 2433, 51, 25686, 28211, 681.9381, 0.9182, 1900, 41, a3, 101101
mergeSort, m75, t50, w2, 6699, 164, 22698, 29483, 301.3053, 0.9336, 1900, 129, a4, 000001
parg, m1254, t52, w2, 212904, 180, 4376, 222982, 3.4882, 1.0, 418, 2518, a3, 111111
longestIncrease, m38, t50, w2, 1623, 9698, 44055, 49099, 1159.3509, 0.9196, 1946, 70, a3, 111111
squareMatrix, m60, t50, w4, 1539, 50, 7724, 9305, 127.3187, 1.0, 903, 72, a5, 101010
factorial, m10, t100, w8, 491, 42, 1692, 2219, 163.8065, 0.9677, 403, 18, a2, 101001
dictionaryOrder, m142, t100, w4, 2418, 93, 23312, 26720, 164.169, 0.9265, 8248, 32, a2, 110111
factorial, m62, t100, w4, 1064, 308, 14086, 15912, 227.1935, 0.9677, 403, 18, a2, 011011
bubbleSort, m56, t50, w2, 1831, 165, 106977, 109304, 1893.3982, 0.9182, 1900, 41, a3, 010110
squareMatrix, m91, t50, w4, 2334, 52, 11360, 14255, 124.8407, 1.0, 903, 72, a5, 101110
longestIncrease, m57, t50, w2, 5029, 10236, 66877, 77239, 1173.2895, 0.9196, 1946, 70, a2, 011101
massive, m16, t60, w8, 568, 19153, 17200, 24181, 1053.0816, 1.0, 169, 13, a5, 111101
transpose, m298, t50, w4, 7564, 150, 41762, 49800, 140.1409, 0.8993, 903, 40, a5, 000011
huffmanCodingEff, m398, t50, w8, 21440, 23, 12080, 34674, 30.3518, 0.849, 1874, 239, a3, 111111
factorial, m62, t100, w8, 1026, 42, 10154, 11386, 163.7742, 0.9677, 403, 18, a2, 100010
parg, m1254, t52, w4, 217188, 54, 1298, 218830, 1.0347, 1.0, 418, 2518, a5, 100011
factorial, m62, t100, w2, 3232, 322, 38938, 42930, 628.0323, 0.9677, 403, 18, a3, 000000
genPassword, m98, t100, w2, 3024, 327, 11106, 14912, 113.3265, 0.8367, 398, 63, a4, 100010
bubbleSort, m226, t50, w2, 14800, 165, 426966, 443026, 1889.2301, 0.9182, 1900, 41, a2, 001101
anagram, m120, t100, w4, 2048, 98, 10004, 12530, 83.3667, 0.9286, 1370, 37, a3, 100111
factorial, m15, t100, w8, 735, 40, 2535, 3388, 163.5806, 0.9677, 403, 18, a2, 100100
add, m6, t100, w2, 134, 315, 219, 540, 36.5, 0.9167, 583, 13, a4, 001011
mergeSort, m452, t50, w2, 20348, 167, 136146, 159430, 301.208, 0.9336, 1900, 129, a2, 111110
factorial, m62, t100, w2, 1556, 317, 39186, 41750, 632.0323, 0.9677, 403, 18, a2, 110111
genPassword, m98, t100, w4, 1988, 99, 4118, 6444, 42.0204, 0.8367, 398, 63, a3, 101011
mergeSort, m75, t50, w2, 6829, 158, 22696, 29611, 301.2832, 0.9336, 1900, 129, a3, 010000
mergeSort, m113, t50, w2, 10131, 164, 34186, 44443, 302.5354, 0.9336, 1900, 129, a3, 001001
genPassword, m98, t100, w4, 2012, 293, 4066, 6798, 41.4898, 0.8367, 398, 63, a2, 001011
longestIncrease, m228, t50, w2, 9598, 9791, 265814, 296314, 1165.8509, 0.9196, 1946, 70, a3, 101111
factorial, m62, t100, w2, 1564, 317, 39108, 41834, 630.7742, 0.9677, 403, 18, a2, 010110
selectSort, m184, t50, w8, 3996, 22, 11778, 16210, 64.0109, 0.9101, 1900, 45, a3, 111111
bubbleSort, m37, t50, w2, 1232, 161, 71509, 72978, 1898.469, 0.9182, 1900, 41, a2, 001111
dictionaryOrder, m142, t100, w8, 2280, 39, 10004, 13154, 70.4507, 0.9265, 8248, 32, a3, 111111
factorial, m10, t100, w2, 529, 325, 6518, 7176, 630.7742, 0.9677, 403, 18, a2, 100001
parg, m1254, t52, w2, 215409, 173, 4285, 220074, 3.4161, 1.0, 418, 2518, a5, 001010
transpose, m74, t50, w8, 1919, 144, 5061, 7313, 67.9329, 0.9054, 903, 40, a3, 010111
factorial, m10, t100, w2, 260, 323, 6511, 6971, 630.0968, 0.9677, 403, 18, a3, 010110
mergeSort, m75, t50, w4, 2309, 145, 7624, 10113, 101.2035, 0.9336, 1900, 129, a2, 011111
dictionaryOrder, m35, t100, w2, 1772, 318, 16755, 18842, 471.9718, 0.9265, 8248, 32, a3, 001101
genPassword, m16, t100, w4, 322, 101, 697, 1075, 42.6735, 0.8367, 398, 63, a5, 100011
anagram, m120, t100, w2, 3116, 320, 16352, 20228, 136.2667, 0.8667, 1370, 37, a5, 100010
dictionaryOrder, m35, t100, w4, 606, 96, 5873, 6765, 165.4366, 0.9265, 8248, 32, a3, 101110
anagram, m20, t100, w2, 531, 317, 2718, 3376, 135.9333, 0.8667, 1370, 37, a5, 001011
mergeSort, m75, t50, w2, 6707, 162, 22690, 29484, 301.2035, 0.9336, 1900, 129, a2, 101001
add, m4, t100, w2, 97, 321, 120, 360, 30, 0.9167, 583, 13, a4, 111111
longestIncrease, m38, t50, w2, 1617, 9600, 44274, 49333, 1165.1053, 0.9196, 1946, 70, a4, 110110
squareMatrix, m364, t50, w8, 9400, 20, 20722, 30344, 56.9286, 1.0, 903, 72, a2, 110010
huffmanCodingEff, m66, t50, w2, 5108, 159, 13585, 18978, 204.799, 0.849, 1874, 239, a2, 111111
transpose, m49, t50, w4, 1266, 48, 6969, 8280, 140.3289, 0.8993, 903, 40, a2, 111010
add, m4, t100, w8, 56, 53, 18, 116, 4.5, 0.9167, 583, 13, a4, 101111
squareMatrix, m91, t50, w8, 2484, 145, 5188, 7787, 57.0165, 1.0, 903, 72, a2, 001010
transpose, m298, t50, w2, 11606, 157, 124718, 136814, 418.5168, 0.8993, 903, 40, a3, 011011
primes, m136, t100, w2, 3528, 316, 14394, 19444, 105.8382, 0.8793, 398, 30, a3, 110110
transpose, m74, t50, w2, 2903, 160, 31145, 34169, 418.0604, 0.8993, 903, 40, a2, 110011
bubbleSort, m226, t50, w2, 14484, 158, 424732, 440488, 1879.3451, 0.9182, 1900, 41, a3, 000101
longestIncrease, m38, t50, w4, 3264, 3454, 17228, 21882, 453.386, 0.9035, 1946, 70, a4, 111100
dictionaryOrder, m142, t100, w2, 3806, 315, 67274, 72350, 473.7606, 0.9265, 8248, 32, a3, 011111
transpose, m74, t50, w8, 1901, 21, 5059, 7225, 67.9128, 0.9054, 903, 40, a3, 101111
factorial, m15, t100, w2, 381, 318, 9869, 10439, 636.7419, 0.9677, 403, 18, a3, 001011
factorial, m15, t100, w2, 373, 320, 9804, 10368, 632.5484, 0.9677, 403, 18, a4, 111010
longestIncrease, m57, t50, w4, 1619, 10235, 23896, 30683, 419.2368, 0.9035, 1946, 70, a4, 001011
genPassword, m16, t100, w4, 332, 97, 681, 1067, 41.7143, 0.8367, 398, 63, a2, 100011
factorial, m62, t100, w8, 992, 39, 10158, 11356, 163.8387, 0.9677, 403, 18, a2, 101011
parg, m5018, t52, w4, 861644, 175, 1630, 869000, 0.3248, 1.0, 418, 2518, a5, 000111
transpose, m298, t50, w2, 11544, 158, 124580, 136610, 418.0537, 0.8993, 903, 40, a4, 100010
transpose, m74, t50, w2, 5881, 158, 30901, 36903, 414.7785, 0.8993, 903, 40, a4, 010001
squareMatrix, m364, t50, w4, 9388, 153, 46258, 58166, 127.0824, 1.0, 903, 72, a2, 000110
parg, m5018, t52, w2, 861718, 169, 17368, 880594, 3.4611, 1.0, 418, 2518, a2, 001011
genPassword, m24, t100, w4, 487, 98, 909, 1479, 37.102, 0.8367, 398, 63, a4, 111011
parg, m1254, t52, w8, 217672, 102, 401, 218428, 0.3196, 1.0, 418, 2518, a5, 011010
squareMatrix, m364, t50, w4, 9776, 136, 45540, 55758, 125.1099, 1.0, 903, 72, a5, 010010
selectSort, m46, t50, w2, 3111, 161, 20025, 23517, 435.3261, 0.9101, 1900, 45, a3, 001100
factorial, m10, t100, w2, 267, 322, 6519, 6976, 630.871, 0.9677, 403, 18, a2, 101110
factorial, m10, t100, w8, 497, 44, 1696, 2241, 164.1613, 0.9677, 403, 18, a3, 111101
longestIncrease, m57, t50, w4, 1684, 10448, 24145, 31400, 423.6053, 0.9035, 1946, 70, a4, 011110
primes, m34, t100, w4, 574, 102, 1266, 2111, 37.2353, 0.8793, 398, 30, a3, 100110
bubbleSort, m37, t50, w2, 2472, 160, 71938, 74731, 1909.8673, 0.9182, 1900, 41, a3, 110100
transpose, m298, t50, w4, 7716, 49, 41612, 49614, 139.6376, 0.8993, 903, 40, a2, 101011
transpose, m298, t50, w4, 7608, 157, 41746, 49846, 140.0872, 0.8993, 903, 40, a2, 011010
mergeSort, m113, t50, w4, 3382, 51, 11397, 15464, 100.8584, 0.9336, 1900, 129, a3, 100110
quickSort, m63, t50, w2, 3402, 164, 40997, 44897, 645.622, 0.9603, 1900, 56, a2, 111110
mergeSort, m452, t50, w8, 14090, 131, 21102, 36096, 46.6858, 0.9336, 1900, 129, a3, 011111
squareMatrix, m91, t50, w2, 7286, 160, 27363, 35033, 300.6923, 1.0, 903, 72, a5, 011101
bubbleSort, m226, t50, w2, 14964, 162, 427358, 444188, 1890.9646, 0.9182, 1900, 41, a2, 011100
factorial, m15, t100, w2, 795, 324, 9784, 10772, 631.2581, 0.9677, 403, 18, a5, 110000
selectSort, m46, t50, w2, 1545, 156, 20053, 21970, 435.9457, 0.9101, 1900, 45, a2, 000110
transpose, m74, t50, w4, 1895, 48, 10462, 12424, 140.4295, 0.8993, 903, 40, a5, 101010
transpose, m298, t50, w2, 11716, 159, 124686, 136898, 418.4094, 0.8993, 903, 40, a4, 101011
mergeSort, m75, t50, w2, 3386, 163, 22702, 26175, 301.3584, 0.9336, 1900, 129, a3, 110010
add, m6, t100, w2, 140, 323, 184, 552, 30.75, 0.9167, 583, 13, a3, 001110
selectSort, m184, t50, w2, 6162, 162, 79900, 87552, 434.2391, 0.9101, 1900, 45, a2, 111110
insertSort, m216, t50, w4, 4784, 153, 24688, 30162, 114.2963, 0.9444, 1900, 40, a3, 001111
insertSort, m54, t50, w4, 1172, 51, 6234, 7467, 115.4444, 0.9444, 1900, 40, a4, 101011
genPassword, m24, t100, w4, 493, 291, 1003, 1676, 40.9592, 0.8367, 398, 63, a3, 000010
dictionaryOrder, m23, t100, w4, 379, 101, 3893, 4470, 164.507, 0.9265, 8248, 32, a3, 110110
massive, m24, t60, w8, 838, 19131, 25814, 36243, 1053.6327, 1.0, 169, 13, a5, 111001
genPassword, m16, t100, w2, 484, 316, 1794, 2468, 109.8367, 0.8367, 398, 63, a4, 101111
insertSort, m36, t50, w8, 792, 140, 2109, 2990, 58.5926, 0.9444, 1900, 40, a2, 000111
selectSort, m30, t50, w8, 690, 21, 1958, 2805, 63.8587, 0.9101, 1900, 45, a3, 110110
factorial, m62, t100, w8, 3002, 39, 10156, 13404, 163.8065, 0.9677, 403, 18, a2, 101101
anagram, m30, t100, w2, 1599, 321, 4043, 5833, 134.7833, 0.8667, 1370, 37, a3, 111001
quickSort, m63, t50, w2, 6745, 159, 43427, 50498, 683.8898, 0.9603, 1900, 56, a2, 010101
mergeSort, m452, t50, w8, 13732, 20, 21150, 35102, 46.792, 0.9336, 1900, 129, a2, 100010
primes, m34, t100, w2, 882, 317, 3607, 4779, 106.1029, 0.8793, 398, 30, a3, 000111
squareMatrix, m60, t50, w2, 2361, 162, 18586, 21372, 306.3681, 1.0, 903, 72, a5, 010110
mergeSort, m75, t50, w2, 6754, 164, 22791, 29629, 302.5354, 0.9336, 1900, 129, a3, 001001
genPassword, m98, t100, w4, 2020, 98, 4192, 6532, 42.7755, 0.8367, 398, 63, a2, 111010
mergeSort, m113, t50, w2, 5109, 168, 34144, 39386, 302.1593, 0.9336, 1900, 129, a2, 111011
factorial, m10, t100, w4, 171, 101, 2351, 2576, 227.5806, 0.9677, 403, 18, a3, 101010
longestIncrease, m57, t50, w4, 1545, 3496, 25111, 28630, 440.5526, 0.9035, 1946, 70, a4, 101111
longestIncrease, m57, t50, w2, 4944, 9844, 65995, 76217, 1157.8158, 0.9196, 1946, 70, a2, 101100
transpose, m49, t50, w4, 1324, 48, 6995, 8363, 140.8523, 0.8993, 903, 40, a2, 111011
parg, m836, t52, w2, 145471, 176, 2845, 148572, 3.4022, 1.0, 418, 2518, a4, 011010
longestIncrease, m38, t50, w8, 1057, 2281, 8291, 10254, 218.2018, 0.9196, 1946, 70, a3, 110111
huffmanCoding, m628, t50, w4, 35938, 165, 81150, 117770, 129.2197, 0.9013, 1874, 318, a5, 011010
anagram, m30, t100, w2, 1635, 324, 3936, 5766, 131.2, 0.8667, 1370, 37, a4, 111000
bubbleSort, m226, t50, w4, 14532, 50, 156024, 172270, 690.3717, 0.9182, 1900, 41, a3, 100100
selectSort, m30, t50, w2, 2059, 160, 13357, 15662, 435.5543, 0.9101, 1900, 45, a3, 011100
parg, m836, t52, w2, 171759, 172, 2845, 174857, 3.4022, 1.0, 418, 2518, a5, 001001
factorial, m62, t100, w2, 1606, 323, 39060, 41826, 630, 0.9677, 403, 18, a3, 110110
minProd, m362, t50, w4, 8838, 152, 10870, 20180, 30.0276, 0.7845, 1946, 72, a4, 001010
huffmanCodingEff, m66, t50, w8, 3484, 129, 1999, 5863, 30.1457, 0.849, 1874, 239, a2, 010110
genPassword, m98, t100, w2, 2978, 316, 10992, 14720, 112.1633, 0.8367, 398, 63, a3, 011011
quickSort, m254, t50, w2, 13580, 163, 173748, 189382, 684.0472, 0.9603, 1900, 56, a2, 001110
genPassword, m98, t100, w2, 3000, 321, 10822, 15240, 110.4286, 0.8367, 398, 63, a4, 001110
add, m6, t100, w8, 82, 45, 30, 164, 5, 0.9167, 583, 13, a4, 101011
anagram, m30, t100, w4, 533, 295, 2501, 3405, 83.3667, 0.9286, 1370, 37, a3, 000110
anagram, m120, t100, w2, 3186, 318, 16290, 20222, 135.75, 0.8667, 1370, 37, a2, 100010
parg, m5018, t52, w4, 850652, 53, 5148, 888644, 1.0259, 1.0, 418, 2518, a2, 101110
mergeSort, m75, t50, w2, 6815, 160, 22845, 29748, 303.2566, 0.9336, 1900, 129, a3, 011001
genPassword, m24, t100, w8, 485, 40, 467, 1035, 19.0816, 0.8367, 398, 63, a2, 100111
longestIncrease, m228, t50, w2, 9888, 9827, 267502, 298146, 1173.2544, 0.9196, 1946, 70, a3, 100111
mergeSort, m452, t50, w2, 20602, 157, 136214, 158550, 301.3584, 0.9336, 1900, 129, a3, 001111
parg, m1254, t52, w8, 218459, 126, 406, 219230, 0.324, 1.0, 418, 2518, a5, 001011
dictionaryOrder, m35, t100, w4, 1793, 299, 5817, 7845, 163.8592, 0.9265, 8248, 32, a3, 011101
primes, m34, t100, w2, 884, 324, 3595, 4864, 105.7353, 0.8793, 398, 30, a2, 100110
dictionaryOrder, m142, t100, w8, 2332, 297, 10002, 13666, 70.4366, 0.9265, 8248, 32, a2, 011111
factorial, m15, t100, w2, 781, 321, 9826, 10856, 633.9677, 0.9677, 403, 18, a3, 001101
mergeSort, m452, t50, w8, 14060, 21, 21238, 35520, 46.9867, 0.9336, 1900, 129, a3, 100011
huffmanCoding, m104, t50, w4, 5932, 161, 11437, 17482, 109.2771, 0.9013, 1874, 318, a3, 000010
longestIncrease, m228, t50, w2, 10110, 9987, 269122, 300638, 1180.3596, 0.9196, 1946, 70, a4, 010110
add, m4, t100, w2, 89, 316, 117, 362, 29.25, 0.9167, 583, 13, a3, 101111
factorial, m15, t100, w2, 390, 326, 9764, 10346, 629.9677, 0.9677, 403, 18, a3, 011010
insertSort, m54, t50, w4, 1183, 153, 6169, 7466, 114.25, 0.9444, 1900, 40, a2, 010011
mergeSort, m113, t50, w8, 3514, 21, 5276, 8907, 46.6947, 0.9336, 1900, 129, a3, 101111
squareMatrix, m60, t50, w8, 1551, 139, 3461, 5086, 57.0495, 1.0, 903, 72, a2, 000011
minProd, m362, t50, w8, 9090, 22, 10064, 20772, 27.8011, 0.8659, 1946, 72, a3, 101110
squareMatrix, m60, t50, w4, 1552, 47, 7660, 9257, 126.2747, 1.0, 903, 72, a5, 110010
genPassword, m16, t100, w8, 316, 40, 313, 665, 19.2041, 0.8367, 398, 63, a2, 111011
massive, m98, t60, w4, 3652, 38435, 125086, 205710, 1276.3878, 1.0, 169, 13, a5, 110001
factorial, m15, t100, w2, 805, 323, 9791, 10847, 631.6774, 0.9677, 403, 18, a3, 110101
factorial, m15, t100, w2, 812, 318, 9745, 10745, 628.7097, 0.9677, 403, 18, a5, 011001
add, m6, t100, w2, 134, 324, 203, 527, 33.9167, 0.9167, 583, 13, a3, 001010
maxArrSumNeg, m56, t50, w4, 1349, 52, 10251, 11971, 183.0625, 0.9358, 1910, 63, a2, 100110
genPassword, m16, t100, w2, 485, 317, 1839, 2451, 112.6122, 0.8367, 398, 63, a2, 100010
parg, m836, t52, w2, 143084, 181, 2932, 146272, 3.5062, 1.0, 418, 2518, a3, 110011
huffmanCodingEff, m398, t50, w8, 21350, 22, 12144, 35042, 30.5126, 0.849, 1874, 239, a2, 101111
factorial, m10, t100, w2, 257, 313, 6536, 6968, 632.5806, 0.9677, 403, 18, a3, 000111
insertSort, m54, t50, w4, 1166, 54, 6169, 7689, 114.2407, 0.9444, 1900, 40, a3, 110110
genPassword, m24, t100, w8, 484, 274, 471, 1148, 19.2449, 0.8367, 398, 63, a2, 011111
dictionaryOrder, m23, t100, w4, 1192, 99, 3881, 5163, 164.0141, 0.9265, 8248, 32, a2, 100101
anagram, m20, t100, w2, 1063, 311, 2693, 3878, 134.65, 0.8667, 1370, 37, a2, 010001
selectSort, m46, t50, w4, 1014, 48, 7504, 8822, 163.1304, 0.9101, 1900, 45, a2, 100110
parg, m1254, t52, w8, 217105, 143, 723, 218787, 0.5767, 1.0, 418, 2518, a4, 011111
genPassword, m16, t100, w8, 330, 290, 324, 773, 19.8571, 0.8367, 398, 63, a2, 001011
primes, m34, t100, w8, 558, 37, 432, 1182, 12.7206, 0.8793, 398, 30, a2, 101110
quickSort, m63, t50, w4, 2233, 52, 15504, 17962, 244.1575, 0.9603, 1900, 56, a2, 110111
mergeSort, m452, t50, w4, 13330, 51, 45808, 59428, 101.3451, 0.9336, 1900, 129, a4, 101011
anagram, m120, t100, w4, 2112, 103, 10004, 13190, 83.3667, 0.9286, 1370, 37, a3, 100110
factorial, m10, t100, w2, 519, 320, 6540, 7224, 632.9032, 0.9677, 403, 18, a2, 101101
